text,sentiment,source,idiom,contrast_marker
"climate scientists are like 'doomsday street preachers,' fox guest says",1,sarcasm_headlines,,
gop 'self-deportation' fantasy is alive and well,1,sarcasm_headlines,,
watch a young jennifer lawrence in a high school shakespeare play,1,sarcasm_headlines,,
donald trump jr.'s thanksgiving conversation starter tips spectacularly backfire,1,sarcasm_headlines,,
sick parent offers man perfect excuse to move back home and give up dreams,0,sarcasm_headlines,,
invest in human capital,1,sarcasm_headlines,,
trump brings back 'pocahontas' slur of elizabeth warren at event for native american veterans,1,sarcasm_headlines,,
finding the right college is hard. this new database helps students choose wisely.,1,sarcasm_headlines,,
kim kardashian tackled by hollywood prankster at paris fashion week,1,sarcasm_headlines,,
hillary clinton gets a clean bill of health from her doctor,1,sarcasm_headlines,,
mitt romney tweets he's not donald trump's secretary of state pick,1,sarcasm_headlines,,
chuck schumer admits democrats need to do more to show americans what they stand for,1,sarcasm_headlines,,
"in the weeks before trump takes office, obama's mad dash to save public lands",1,sarcasm_headlines,,
"los angeles train hits car on tracks and derails, 21 hurt",1,sarcasm_headlines,,
so that's why marijuana gives you the munchies,1,sarcasm_headlines,,
"a crow didn't touch me, i got my period",1,sarcasm_headlines,,
new ferguson judge is finally doing something about abusive court,1,sarcasm_headlines,,
trump's new travel ban could hinder research on hiv and mental health,1,sarcasm_headlines,,
'saving private ryan' actor tom sizemore arrested for domestic violence,1,sarcasm_headlines,,
this bracelet lets a dad feel what it's like to be pregnant ... in his wrist,1,sarcasm_headlines,,
obama to name former procter & gamble executive as va secretary,1,sarcasm_headlines,,
somali pirates free 26 asian sailors after 4 years in captivity,1,sarcasm_headlines,,
the final solution: a thanksgiving message (or ain't too proud to hate),1,sarcasm_headlines,,
my picks for gospel winners at the grammys,1,sarcasm_headlines,,
why we should tip service workers generously,1,sarcasm_headlines,,
obamacare vs. trumpcare: a public health dilemma,1,sarcasm_headlines,,
5 lessons from chibok,1,sarcasm_headlines,,
eric trump says those who oppose his dad are 'not even people',1,sarcasm_headlines,,
nas talks 'ghostbusters'-inspired lines and sartorial heroes,1,sarcasm_headlines,,
withholding child abuse emails further damages tarnished telegraph,1,sarcasm_headlines,,
"hmm, there may be a link between vaccines and political pandering",1,sarcasm_headlines,,
hurry! early black friday deals have already started on amazon,1,sarcasm_headlines,,
madonna compares donald trump 'nightmare' to being dumped by an ex-lover,1,sarcasm_headlines,,
bernie sanders to propose new rule requiring fair prices for taxpayer-funded drugs,1,sarcasm_headlines,,
michigan's congressional hopefuls worry about the next flint,1,sarcasm_headlines,,
dot declares pothole too perfect to fill,0,sarcasm_headlines,,
"weird kid opts to sit perfectly still, let universe decide his fate after teacher instructs class to pair up",0,sarcasm_headlines,,
"teach, stream, be acquired: why online education investors are hot for teacher",1,sarcasm_headlines,,
hope solo shows off zika defense armor for rio olympics,1,sarcasm_headlines,,
this is why so many boomers are delaying retirement,1,sarcasm_headlines,,
this democratic congressman is adopting obama's overtime rules,1,sarcasm_headlines,,
spotify and bumble will finally let you judge potential dates based on their music taste,1,sarcasm_headlines,,
"restaurant teaches former inmates to cook, helps them get back on their feet",1,sarcasm_headlines,,
an mtv 'cribs'-style tour of pluto,1,sarcasm_headlines,,
top official resigns from trump epa with scathing letter,1,sarcasm_headlines,,
"univision anchor booed at commencement after speaking spanish, mentioning trump",1,sarcasm_headlines,,
eu awards sakharov prize to yazidi women who escaped isis,1,sarcasm_headlines,,
sony hack reveals maureen dowd showed sony exec's husband column before publication,1,sarcasm_headlines,,
latina business owner faces death threats for appearing onstage at donald trump rally,1,sarcasm_headlines,,
nation's prospective college applicants go straight to princeton review's 'best college radio station' rankings,0,sarcasm_headlines,,
"oh, no!!! watch mr. bill, gumby and pokey get buried in blizzard time lapse",1,sarcasm_headlines,,
is turkey drifting between isis & putin?,1,sarcasm_headlines,,
"in many states, a long-awaited raise for low-paid workers",1,sarcasm_headlines,,
baldwin's trump boasts on 'snl' he's running country like a waffle house,1,sarcasm_headlines,,
arizona republicans want to prosecute protesters the same way they do terrorists,1,sarcasm_headlines,,
where's the ref? fifa -- a sports body playing without rules,1,sarcasm_headlines,,
'snl' stars have the perfect comeback to trump's angry tweets,1,sarcasm_headlines,,
"kimmel, atop scorched earth, takes aim at trump over health care bill",1,sarcasm_headlines,,
what we know so far about the new white house org chart,1,sarcasm_headlines,,
sanders says clinton's platform could determine how much he would campaign for her,1,sarcasm_headlines,,
joe biden has strong words for betsy devos after her title ix announcement,1,sarcasm_headlines,,
"in this cleveland family, anti-trump doesn't always mean pro-clinton",1,sarcasm_headlines,,
'girls' producer: people are 'afraid' of lena dunham 'telling the truth',1,sarcasm_headlines,,
world could face months of chinese market aftershocks,1,sarcasm_headlines,,
"woman hires hitman because her grandkids got lice, police say",1,sarcasm_headlines,,
financial burden of cancer can harm quality of life,1,sarcasm_headlines,,
kasich all but declares 2016 presidential run,1,sarcasm_headlines,,
"listen up, girlfriends: we need each other",1,sarcasm_headlines,,
ios 9.3 link glitch is ruining some iphones,1,sarcasm_headlines,,
leah remini claims she was pressured to bring kevin james into scientology,1,sarcasm_headlines,,
huffpollster: indiana's gop primary will be a battle between demographics and economics,1,sarcasm_headlines,,
a way to win: election talk with celinda lake,1,sarcasm_headlines,,
trump is delivering the politicized judiciary republicans dreamed about,1,sarcasm_headlines,,
hydraulic press crushes every ounce of cheer out of the holidays,1,sarcasm_headlines,,
read live updates from the confirmation hearings of several trump cabinet picks,1,sarcasm_headlines,,
sacha baron cohen rolls up to 'grimsby' premiere in his underwear,1,sarcasm_headlines,,
'got' season finale hints at appearance of that one big character,1,sarcasm_headlines,,
'how to get away with murder's' heroine gets more complex,1,sarcasm_headlines,,
rachel leyco bridges the diversity gap in her latest short film,1,sarcasm_headlines,,
watch: gop hopefuls can't answer 'just one question': would you have invaded iraq?,1,sarcasm_headlines,,
kim kardashian calls out congress for failing to close the 'terror gap',1,sarcasm_headlines,,
a view to a kill: leopard leaps from tree to attack impala,1,sarcasm_headlines,,
the so-called 'uptick in hate' is fundamentally american,1,sarcasm_headlines,,
presidential hopefuls ham it up at iowa state fair,1,sarcasm_headlines,,
this stepmom and biomom's relationship is parenting #goals,1,sarcasm_headlines,,
last-minute advice for parents paying for college - part i,1,sarcasm_headlines,,
area man finally finds bodymate,0,sarcasm_headlines,,
"donald trump misspeaks, calls u.s. a company instead of a country",1,sarcasm_headlines,,
trump eyes fracking mogul harold hamm as energy secretary: report,1,sarcasm_headlines,,
"now that we've seen 'gone girl,' does it live up to expectations?",1,sarcasm_headlines,,
"israel tells african migrants, asylum-seekers to leave or go to jail",1,sarcasm_headlines,,
3 ways you can be a more positive leader,1,sarcasm_headlines,,
"ben affleck slurs words defending his one true love, tom brady",1,sarcasm_headlines,,
these timelapses of america's fastest-growing cities will make your jaw drop,1,sarcasm_headlines,,
cruz super pac aims to take out rubio in florida,1,sarcasm_headlines,,
emotional intelligence can boost your career and save your life,1,sarcasm_headlines,,
utah adopts nation's strictest drunk driving law,1,sarcasm_headlines,,
12 juicy berry recipes that taste like summer,1,sarcasm_headlines,,
is paul ryan helping to support the white supremacist movement?,1,sarcasm_headlines,,
radical cleric acquitted of conspiracy charges,1,sarcasm_headlines,,
cindy crawford and her look-alike family show support at charity event,1,sarcasm_headlines,,
trump responds to supreme court abortion ruling,1,sarcasm_headlines,,
the music of strangers: a film review by dr. lloyd sederer,1,sarcasm_headlines,,
"parkland dad has pointed message for oliver north, nra's new president",1,sarcasm_headlines,,
this may be the most disgusting thing you'll see all week (we warned you),1,sarcasm_headlines,,
venture fair in athens gives greek entrepreneurs newfound hope,1,sarcasm_headlines,,
david duchovny dishes on the upcoming 'x-files' miniseries,1,sarcasm_headlines,,
obamacare enrollees anxiously await supreme court decision that threatens their coverage,1,sarcasm_headlines,,
women may be more anxious than men at work because they have more to lose,1,sarcasm_headlines,,
burger king's 'who is the king?' vote reportedly angers belgian royal,1,sarcasm_headlines,,
5-year-old has heart-wrenching reunion with mom after airport detention,1,sarcasm_headlines,,
here's how obama pulled off a surprise trip to afghanistan,1,sarcasm_headlines,,
pastor ripped for posting video of woman in wheelchair towed by truck,1,sarcasm_headlines,,
the ukraine: what would churchill do?,1,sarcasm_headlines,,
self-directed retirement accounts and turnkey rental investing,1,sarcasm_headlines,,
the top italy tours for 2015,1,sarcasm_headlines,,
why change sucks even when you're middle age,1,sarcasm_headlines,,
firefighter and police officer take adorable photos with their newborn,1,sarcasm_headlines,,
new york and ibiza had a beautiful sexy baby: they called it tel aviv,1,sarcasm_headlines,,
israeli forces kill palestinian youth wielding knife at checkpoint,1,sarcasm_headlines,,
top hud official worked at cambridge analytica -- but it's not in his bio,1,sarcasm_headlines,,
campaign begins in arizona to make recreational marijuana legal,1,sarcasm_headlines,,
scientists finally figure out what hats do,0,sarcasm_headlines,,
the 'dead poets society' spoof on 'saturday night live' was a gory bloodfest,1,sarcasm_headlines,,
katy perry's 'birthday' music video ruins all birthday parties,1,sarcasm_headlines,,
why statehouse interns are especially vulnerable to sexual harassment,1,sarcasm_headlines,,
beyond marriage equality: the next fight for lgbt rights,1,sarcasm_headlines,,
holiday dinner wines for any budget from a nw resort sommelier,1,sarcasm_headlines,,
'anchor babies' and the gop's manifest destiny politics,1,sarcasm_headlines,,
"dog lets baby climb all over him, continues being this little man's best friend",1,sarcasm_headlines,,
why director brent roske traded hollywood for iowa,1,sarcasm_headlines,,
the trailer for netflix's 'richie rich' reboot is here,1,sarcasm_headlines,,
"why i still love santa, even if he is getting all the credit for my hardwork",1,sarcasm_headlines,,
mexican presidential candidate calls for cutting off thieves' hands,1,sarcasm_headlines,,
rob kardashian apparently tweeted kylie jenner's phone number,1,sarcasm_headlines,,
mathew ward: be willing to work your way up,1,sarcasm_headlines,,
marco rubio knows exactly what he's doing,1,sarcasm_headlines,,
5 netflix things to watch if you can't wait for the royal wedding,1,sarcasm_headlines,,
7 common misconceptions about the hebrew bible,1,sarcasm_headlines,,
amber rose encourages iggy azalea to 'date a bunch of hot guys' to get over nick young,1,sarcasm_headlines,,
one issue that could reshape america for a generation was snubbed at the debate,1,sarcasm_headlines,,
did trump revive failed cold war cuba policy to buy rubio's loyalty?,1,sarcasm_headlines,,
zayn malik breaks his twitter silence to thank fans,1,sarcasm_headlines,,
right on the edge,1,sarcasm_headlines,,
the most important things we know after nfl week 3,1,sarcasm_headlines,,
clinton campaign hits trump for seeing brexit as boon to his business,1,sarcasm_headlines,,
yoga: how we serve survivors of violence and toxic stress,1,sarcasm_headlines,,
the rock for president? dwayne johnson now 'seriously considering' a run,1,sarcasm_headlines,,
'a letter to my granddaughters',1,sarcasm_headlines,,
cops attempt to unlock phone of man they killed using his finger,1,sarcasm_headlines,,
philly cheesesteak either perfect or disgusting,0,sarcasm_headlines,,
kentucky clerk asks court to force governor to let her deny gay marriages,1,sarcasm_headlines,,
"postal worker rescues gifts from burning truck, saves christmas",1,sarcasm_headlines,,
cops recording your every move for 10 weeks doesn't violate the constitution,1,sarcasm_headlines,,
violence erupts ahead of u.s. embassy opening in jerusalem,1,sarcasm_headlines,,
dwight howard is finished masquerading as a superstar,1,sarcasm_headlines,,
"u.s. women's ice hockey team crushes finland, heads to olympic finals",1,sarcasm_headlines,,
the middle class is so christmas past,1,sarcasm_headlines,,
'political' science: it's déja vu all over again,1,sarcasm_headlines,,
"mysterious american flags in northern syria were planted by u.s. troops, pentagon says",1,sarcasm_headlines,,
see the first photo of alicia keys' baby boy!,1,sarcasm_headlines,,
low and unrepresentative voter turnout in california,1,sarcasm_headlines,,
5 ways to get rid of summer weight gain,1,sarcasm_headlines,,
"evidence photos prove michael brown hit darren wilson so hard, he almost left a mark",1,sarcasm_headlines,,
17 wedding pics that will make you want to cozy up with your boo,1,sarcasm_headlines,,
rick perry returning to iowa,1,sarcasm_headlines,,
why happy hours may soon replace early bird specials,1,sarcasm_headlines,,
busy woman keeps best-dressed oscar slideshow tab open to be savored as sumptuous feast at her leisure,0,sarcasm_headlines,,
crossing the axis of evil,1,sarcasm_headlines,,
which celebrities share your astrological sign?,1,sarcasm_headlines,,
fan just going to keep open mind about whether new 'star wars' best or worst movie ever,0,sarcasm_headlines,,
you have the right to remain obnoxious,1,sarcasm_headlines,,
ko'd martial artist is epitome of show-must-go-on in 'got talent',1,sarcasm_headlines,,
the incredible story of how america saved a national treasure from extinction,1,sarcasm_headlines,,
three jews visit scandinavia,1,sarcasm_headlines,,
"do not bring your kids to 'measles parties,' doctors warn",1,sarcasm_headlines,,
real-life fitness strategies to survive the winter months,1,sarcasm_headlines,,
dogs at polling stations are getting the uk through election day,1,sarcasm_headlines,,
john oliver has a heartfelt message for orlando,1,sarcasm_headlines,,
#brownribboncampaign reminds us oscar diversity isn't just black and white,1,sarcasm_headlines,,
now it's burger king renouncing us citizenship -- let's eat somewhere else,1,sarcasm_headlines,,
the views from this italian city will take your breath away,1,sarcasm_headlines,,
kylie jenner snaps a bikini selfie,1,sarcasm_headlines,,
"study: beginning email with short, disingenuous inquiry into personal life best way to network",0,sarcasm_headlines,,
donald trump says he'll do interview with univision's jorge ramos,1,sarcasm_headlines,,
"for america's future, engineering needs to diversify",1,sarcasm_headlines,,
obama begins sales pitch on trade to wary u.s. public,1,sarcasm_headlines,,
trump lawyer sends cease-and-desist letter to steve bannon,1,sarcasm_headlines,,
thankful for our power: a thankful discourse in a time of reckoning,1,sarcasm_headlines,,
mall pastry shop takes oscar for best cinnabontography,0,sarcasm_headlines,,
nation finally ready to look at more sidewalk drawings that look like big holes but are actually just flat,0,sarcasm_headlines,,
transgender inmates to be integrated according to identity in san francisco,1,sarcasm_headlines,,
reince priebus says rnc was 'absolutely not hacked',1,sarcasm_headlines,,
the best rooftop bars in the u.s.,1,sarcasm_headlines,,
perfect girlfriend blames self for everything,0,sarcasm_headlines,,
best buy employee wearing different colored shirt for some reason,0,sarcasm_headlines,,
apple loses patent lawsuit to university of wisconsin-madison,1,sarcasm_headlines,,
"denée benton, aka ruby on 'unreal,' is headed to broadway",1,sarcasm_headlines,,
how to make cereal milk ice cream,1,sarcasm_headlines,,
the double and the christmas holidays,1,sarcasm_headlines,,
they finally did something cool to spider-man's suit after all those movies,1,sarcasm_headlines,,
gop voters will probably support anyone their party nominates,1,sarcasm_headlines,,
chicago is fighting climate change no matter what trump says,1,sarcasm_headlines,,
justice thomas' wife calls supreme court retirement report 'bogus',1,sarcasm_headlines,,
the democrats can no longer avoid introspection,1,sarcasm_headlines,,
government data sharpens focus on crude-oil train routes,1,sarcasm_headlines,,
the 'perfect body' is a lie. i believed it for a long time and let it shrink my life,1,sarcasm_headlines,,
behind every easter is a crucifixion,1,sarcasm_headlines,,
man who supplied guns to california shooters arrested on terrorism-related charges,1,sarcasm_headlines,,
olivia wilde takes down subway riders who don't give seats to pregnant women,1,sarcasm_headlines,,
study: 'hangin' in there' best one can now feel,0,sarcasm_headlines,,
why the azores are the best european island destination for all types of travelers,1,sarcasm_headlines,,
'the adventures of young hillary' is what america needs right now,1,sarcasm_headlines,,
"newsroom trends, journalism, media ethics and engagement in 2016",1,sarcasm_headlines,,
every song on kendrick lamar's new album is charting on billboard's hot 100,1,sarcasm_headlines,,
teen jumps on whale shark like it's nbd,1,sarcasm_headlines,,
new roommate bestows apartment with unexpected windfall of end tables,0,sarcasm_headlines,,
will congress heed charla nash's message?,1,sarcasm_headlines,,
pele hospitalized for back surgery,1,sarcasm_headlines,,
"on the anniversary of dr. gunn's death, thank an abortion provider",1,sarcasm_headlines,,
"after dark: meet leo gugu, stylist and nightlife personality",1,sarcasm_headlines,,
ellen recruits hollywood's biggest lgbtq stars to pay tribute to obama,1,sarcasm_headlines,,
face-reading: an advantage in business,1,sarcasm_headlines,,
best-laid plans of mice mostly cheese-related,0,sarcasm_headlines,,
obama waiting for perfect moment to walk by white house tour group,0,sarcasm_headlines,,
death toll from powerful mexico earthquake rises to 91,1,sarcasm_headlines,,
eerie sci-fi short explores quest to feel 'connected' with a surprising star,1,sarcasm_headlines,,
daddy yankee singing 'despacito' with cancer patient needs no translation,1,sarcasm_headlines,,
tom izzo calls 2019 spartans best team he's ever threatened with violence,0,sarcasm_headlines,,
is fatherhood in cheyenne jackson's future?,1,sarcasm_headlines,,
national enquirer turns on michael cohen,1,sarcasm_headlines,,
donald trump's supreme court would overturn roe v. wade,1,sarcasm_headlines,,
nba players #prayforpaulgeorge after horrific injury,1,sarcasm_headlines,,
the president's mission to garner sympathy for white supremacists is utter nonsense,1,sarcasm_headlines,,
someone called the cops on jerry seinfeld over a lemonade stand,1,sarcasm_headlines,,
lin-manuel miranda freestyles about life's most annoying minor inconveniences on 'ellen',1,sarcasm_headlines,,
"this ceo will send your kids to school, if you work for his company",1,sarcasm_headlines,,
gay couples fight to be included on birth certificates,1,sarcasm_headlines,,
20 reasons you're so lucky to have a big sister (especially as a young woman!),1,sarcasm_headlines,,
the summer's dumbest video game is also kind of my favorite,1,sarcasm_headlines,,
trump style:  insults and domestic abuse,1,sarcasm_headlines,,
'twin peaks' finally resolves that terrifying cliffhanger,1,sarcasm_headlines,,
who needs the apple watch? this startup is building straps that make any regular watch 'smart',1,sarcasm_headlines,,
why tina fey turned my life as a war reporter into a comedy,1,sarcasm_headlines,,
"'you're my best friend,' says obama to drone that appears outside bedroom window every night",0,sarcasm_headlines,,
karen mcdougal released from contract restricting her from discussing trump affair,1,sarcasm_headlines,,
duchess kate hits scotland in a gorgeous blue coat,1,sarcasm_headlines,,
white house finally reveals whether donald trump has confidence in jeff sessions,1,sarcasm_headlines,,
autonomy: the self-driving car and you,1,sarcasm_headlines,,
team obama's last gasp for middle east peace explained,1,sarcasm_headlines,,
'the bold type' creator on tackling sexual assault in the show's hopeful finale,1,sarcasm_headlines,,
"why the united states needs a ""ladenschlussgesetz""",1,sarcasm_headlines,,
today is green monday: the day to finish up your online shopping,1,sarcasm_headlines,,
chinese man worried you can't have respectful debate about how amazing government is anymore,0,sarcasm_headlines,,
former mexican president to trump: 'your mouth is the foulest shithole in the world',1,sarcasm_headlines,,
white male privilege squandered on job at best buy,0,sarcasm_headlines,,
the fallacy of state-coerced marriage officiants: a primer from the military chaplaincy,1,sarcasm_headlines,,
12 weird sports rules you may not have heard of,1,sarcasm_headlines,,
shaky ukrainian ceasefire largely holds,1,sarcasm_headlines,,
from walls to wheels: driving art in high gear,1,sarcasm_headlines,,
"5,000 jack-o'-lanterns stun in haunting halloween display",1,sarcasm_headlines,,
what to do about charlottesville,1,sarcasm_headlines,,
washington players celebrate on the field with simulated 'stop and frisk',1,sarcasm_headlines,,
"chewing, and choking, on false (nutritional) equivalence",1,sarcasm_headlines,,
mother's day card finally arrives,0,sarcasm_headlines,,
muslims respond to hateful protests with voter registration drives,1,sarcasm_headlines,,
time to redefine and de-silo online safety efforts,1,sarcasm_headlines,,
are you catching other people's emotions?,1,sarcasm_headlines,,
roommate dancing while he thinks no one's watching is amazing,1,sarcasm_headlines,,
"broward sheriff's deputy stole dvds, toys from walmart while in uniform: police",1,sarcasm_headlines,,
read the new federal court ruling blocking trump's travel ban,1,sarcasm_headlines,,
budapest protesters fight government shutdown of soros-founded university,1,sarcasm_headlines,,
corbett friend screwing with newspaper endorsements,1,sarcasm_headlines,,
will a mega-billionaire rescue america from gop's insurance mayhem?,1,sarcasm_headlines,,
baltimore mayor stephanie rawlings-blake will not seek re-election,1,sarcasm_headlines,,
6 queer couples share their definition of black love,1,sarcasm_headlines,,
jill soloway has a simple fix for ending hollywood sexism,1,sarcasm_headlines,,
senate amendment would dramatically improve how doctors treat heroin addiction,1,sarcasm_headlines,,
the worst place in the world for a child,1,sarcasm_headlines,,
what if they held an anti-immigrant party and nobody came?,1,sarcasm_headlines,,
these photos show the strength of students as they protest gun violence,1,sarcasm_headlines,,
diy holiday gift bag,1,sarcasm_headlines,,
"yoga, mindfulness and weight management",1,sarcasm_headlines,,
"huffpost expands its reporting, video and audio teams with latest round of new hires",1,sarcasm_headlines,,
un chief warns that women's rights are under attack worldwide,1,sarcasm_headlines,,
"prosecutors in tamir rice case bizarrely pointed toy gun at witness, lawyers allege",1,sarcasm_headlines,,
harvard's black students pen powerful response to grand jury decisions,1,sarcasm_headlines,,
"an iceberg the size of rome may have killed 150,000 penguins (update)",1,sarcasm_headlines,,
two folks wield lightsabers against fireworks from the dark side,1,sarcasm_headlines,,
trump administration finds a new way to fight with the uk,1,sarcasm_headlines,,
assessing our children to death,1,sarcasm_headlines,,
mit scientists perfect $30 million love tester,0,sarcasm_headlines,,
trump didn't need a watergate to sink his ratings to nixonian levels,1,sarcasm_headlines,,
surge soda is back! (and has already sold out once),1,sarcasm_headlines,,
the rnc asked tweeters to take a donald trump approval poll. they did so with glee.,1,sarcasm_headlines,,
a murder in kurdistan,1,sarcasm_headlines,,
surge soda again sells out on amazon,1,sarcasm_headlines,,
7 poses to help you keep your new year's intentions,1,sarcasm_headlines,,
24 movies you'll want to see over the remainder of 2017,1,sarcasm_headlines,,
wall street executive telling friend how amazing it is to see clinton live,0,sarcasm_headlines,,
"trump is telling ""jokes,"" but nobody's laughing",1,sarcasm_headlines,,
"'tall women in clogs' busts stereotypes about height, gender and more",1,sarcasm_headlines,,
huffpost hill - list of exciting job openings at goldman sachs grows,1,sarcasm_headlines,,
'black panther' success will help fund boys & girls clubs' stem centers,1,sarcasm_headlines,,
kathryn bigelow - first woman to win oscar for best directress,0,sarcasm_headlines,,
"physically fit, emotionally stable kim jong-un addresses un after finally getting nuclear ambitions out of system",0,sarcasm_headlines,,
growing up with the holocaust as a writer,1,sarcasm_headlines,,
"pope francis says his time as pope will be short, misses pizza",1,sarcasm_headlines,,
"trump's problems aren't going away: despite conflicting testimony, americans will believe comey has told the truth",1,sarcasm_headlines,,
hershey: u.s. income inequality is transforming the chocolate business,1,sarcasm_headlines,,
man shows up with gun at alton sterling memorial,1,sarcasm_headlines,,
"stage door: death of a salesman, hell's belles",1,sarcasm_headlines,,
presidential debate ignores climate change ... again,1,sarcasm_headlines,,
why reese witherspoon says she's 'definitely' a southern mom,1,sarcasm_headlines,,
banksy exhibit inspires ex-drug addict to change his own life through art,1,sarcasm_headlines,,
"man who just purchased 3,000 rounds of ammunition online perfectly sane, thinks man processing order",0,sarcasm_headlines,,
spoof gum commercial chews away at islamophobia in the best possible way,1,sarcasm_headlines,,
paul ryan's war on social security,1,sarcasm_headlines,,
growing up in transylvania,1,sarcasm_headlines,,
stephen curry is way better than his dad at playing horse,1,sarcasm_headlines,,
'ass' finally inducted into video game hall of fame,0,sarcasm_headlines,,
higher one must repay millions to students over 'deceptive' financial aid practices,1,sarcasm_headlines,,
"mexico expects nafta talks by late august, economy minister says",1,sarcasm_headlines,,
what if every school had this sign?,1,sarcasm_headlines,,
clarissa from 'clarissa explains it all' is all grown up in new book,1,sarcasm_headlines,,
president who bragged of groping women declares sexual assault awareness month,1,sarcasm_headlines,,
real love isn't about finding someone who meets all the criteria on your list,1,sarcasm_headlines,,
man stuffs cash into shirt of gop congressman who voted to repeal obamacare,1,sarcasm_headlines,,
"gunman kills teen, police officer in shooting spree",1,sarcasm_headlines,,
meeting jon snow irl is apparently like seeing the 'mona lisa' for the first time,1,sarcasm_headlines,,
kylo ren of 'star wars: the force awakens' was inspired by nazis ... sorta,1,sarcasm_headlines,,
khloe kardashian says no one was doing cocaine at kylie jenner's graduation party,1,sarcasm_headlines,,
patrick dempsey's wife files for divorce,1,sarcasm_headlines,,
bob saget says mentor bill cosby has been 'tarnished' by 'despicable' acts,1,sarcasm_headlines,,
national geographic finally captures rare shot of antelopeater feeding,0,sarcasm_headlines,,
things you say in emails vs. how you look typing them,1,sarcasm_headlines,,
the sales of the week will make you forget that it's 30 degrees in april,1,sarcasm_headlines,,
study: marriages between perfectly matched couples should still only last about 15 years,0,sarcasm_headlines,,
fiscal challenges for nyc's health and hospitals corporation,1,sarcasm_headlines,,
conservatives urge facebook users to use american flag filter to fight against rainbow pics,1,sarcasm_headlines,,
the question all real-life 'heroes' ask themselves,1,sarcasm_headlines,,
why this video of a boy zipping a jacket is so powerful,1,sarcasm_headlines,,
january jones wears many faces for violet grey,1,sarcasm_headlines,,
"'wow, no one saw this coming' nation groans as norway's 'kon-tiki' nabs best foreign picture nomination",0,sarcasm_headlines,,
white house prepares to send congress $15 billion spending cuts package,1,sarcasm_headlines,,
the clothes you're wearing may have been illegally made by syrian refugees,1,sarcasm_headlines,,
is jeb's mulligan on iraq convincing or a tar baby he can't escape?,1,sarcasm_headlines,,
deadly stabbing attack at maryland prayer center,1,sarcasm_headlines,,
"with greetings from trump, pence says u.s. committed to europe",1,sarcasm_headlines,,
15 stunning and clever accent chairs your home is missing,1,sarcasm_headlines,,
report: there probably not the best place to stand,0,sarcasm_headlines,,
the bible has no place in modern american society: sobering lessons from donald trump and kim burrell,1,sarcasm_headlines,,
mark wahlberg prays god will forgive him for this movie role,1,sarcasm_headlines,,
espn to have first female analyst call top soccer tournament on u.s. tv,1,sarcasm_headlines,,
latina student who filmed 'build a wall' chant speaks out about backlash,1,sarcasm_headlines,,
report: things finally as bad as trump claims,0,sarcasm_headlines,,
airlines change the carry-on rules,1,sarcasm_headlines,,
how fake meat may change our future thanksgiving dinners,1,sarcasm_headlines,,
police officers replace 11-year-old's stolen xbox with a brand-new one,1,sarcasm_headlines,,
university of texas professors sue to block guns in classrooms,1,sarcasm_headlines,,
the first trailer for abc's menéndez brothers documentary treats murderers like rock stars,1,sarcasm_headlines,,
shrinking majority of americans supports marijuana legalization,1,sarcasm_headlines,,
u.s. and britain call for immediate ceasefire in yemen,1,sarcasm_headlines,,
the easiest step-by-step guide to start traveling,1,sarcasm_headlines,,
joe walsh executed to keep 'eagles greatest hits' sales ahead of 'thriller',0,sarcasm_headlines,,
trevor noah: 'moms are just like superheroes without the capes',1,sarcasm_headlines,,
billy crystal reprises his 'city slickers' role to enter 'westworld',1,sarcasm_headlines,,
6 texas books that aren't about cowboys,1,sarcasm_headlines,,
the mesmerizing photographs of eva schlegel arrive at park hyatt vienna,1,sarcasm_headlines,,
the story of sheldon adelson's purchase of a las vegas paper is even crazier than you think,1,sarcasm_headlines,,
we must increase food aid during time of famine,1,sarcasm_headlines,,
the unicorn frappuccino is coming to a starbucks near you,1,sarcasm_headlines,,
"ferguson protesters celebrate thanksgiving in a church, boycott black friday",1,sarcasm_headlines,,
"progress, and laughs, found in tampon jokes",1,sarcasm_headlines,,
'steven universe' creator rebecca sugar on lgbt stories for kids,1,sarcasm_headlines,,
adam levine proudly displays his 'baby bump' alongside wife in cute instagram photo,1,sarcasm_headlines,,
"bud light hopes amy schumer, seth rogen and beer help you forget this horrible election",1,sarcasm_headlines,,
ecstatic pope francis finally lands role as mary in st. peter's christmas pageant,0,sarcasm_headlines,,
why the lord's prayer is bad news for many christians,1,sarcasm_headlines,,
hundreds of people will work to make sure woody harrelson's live movie goes smoothly,1,sarcasm_headlines,,
roger stone says his conversation with dnc hackers was 'completely innocuous',1,sarcasm_headlines,,
new hampshire lets debunked gay conversion therapy remain legal,1,sarcasm_headlines,,
troop leader awards boy scout with 'tried to save best friend' badge,0,sarcasm_headlines,,
stan van gundy calls himself out for his past use of term 'posse',1,sarcasm_headlines,,
geckos have a blast during space mission,1,sarcasm_headlines,,
why an 83-year-old woman walked into a police station looking for a hug,1,sarcasm_headlines,,
"mike pence's nfl 'stunt' in indianapolis may have cost taxpayers over $88,000",1,sarcasm_headlines,,
editors of '401 best soups' cookbook still fighting,0,sarcasm_headlines,,
waymo is quietly winning the self-driving car race,1,sarcasm_headlines,,
skittles highway spill reveals awful trend in the food industry,1,sarcasm_headlines,,
"it's just 15 minutes to a grown-up, but not to kids",1,sarcasm_headlines,,
horrified pope calls philadelphia humanity's greatest sin against god,0,sarcasm_headlines,,
